sample_id,class,board_id,selected_alpha,pixel_diff_ap,pixel_diff_auc,pixel_diff_positive_patches,pixel_diff_negative_patches,pixel_diff_pos_mean,pixel_diff_neg_mean,pixel_diff_lift,pixel_diff_top1_hit,pixel_diff_top5_hit,pixel_diff_top10_hit,dinov2_diff_ap,dinov2_diff_auc,dinov2_diff_positive_patches,dinov2_diff_negative_patches,dinov2_diff_pos_mean,dinov2_diff_neg_mean,dinov2_diff_lift,dinov2_diff_top1_hit,dinov2_diff_top5_hit,dinov2_diff_top10_hit,hybrid_pixel_dino_ap,hybrid_pixel_dino_auc,hybrid_pixel_dino_positive_patches,hybrid_pixel_dino_negative_patches,hybrid_pixel_dino_pos_mean,hybrid_pixel_dino_neg_mean,hybrid_pixel_dino_lift,hybrid_pixel_dino_top1_hit,hybrid_pixel_dino_top5_hit,hybrid_pixel_dino_top10_hit
01_mouse_bite_16,Mouse_bite,01,0.8,0.2687986010095506,0.7156716417910447,10,1474,0.6618489623069763,0.47895029187202454,1.3818739652633667,False,True,True,0.15416093666577182,0.9085481682496608,10,1474,0.026279712095856667,0.001895047607831657,13.867505073547363,False,True,True,0.2855090736745244,0.7967435549525103,10,1474,0.17128834128379822,0.06465993821620941,2.649064302444458,False,True,True
01_mouse_bite_17,Mouse_bite,01,0.8,0.3908123686760091,0.7063545797465907,7,1477,0.9036458134651184,0.47890570759773254,1.8868972063064575,False,True,True,0.30562652543604246,0.8452461553341716,7,1477,0.06294580549001694,0.002111330395564437,29.813199996948242,False,True,True,0.3920125036090504,0.7636135022729471,7,1477,0.31621700525283813,0.06481903791427612,4.878458023071289,False,True,True
01_mouse_bite_18,Mouse_bite,01,0.8,0.13379330585642685,0.8619087837837838,4,1480,0.734375,0.47870656847953796,1.5340816974639893,False,True,True,0.5909090909090909,0.9976351351351351,4,1480,0.12282656133174896,0.001897832378745079,64.71905517578125,True,True,True,0.3365196078431372,0.9744932432432433,4,1480,0.28557851910591125,0.06448284536600113,4.428751468658447,False,True,True
01_mouse_bite_19,Mouse_bite,01,0.8,0.1251086932576631,0.5182802979011509,7,1477,0.6303943991661072,0.48111140727996826,1.3102878332138062,False,True,True,0.14365703413925768,0.8405068188412805,7,1477,0.02701716683804989,0.0019110544817522168,14.137239456176758,False,True,True,0.17718962112728878,0.6433891091981816,7,1477,0.09637564420700073,0.036495640873909,2.6407434940338135,False,True,True
01_mouse_bite_20,Mouse_bite,01,0.8,0.24458811793597457,0.6611619241192412,8,1476,0.80859375,0.4789814054965973,1.6881526708602905,False,True,True,0.41778271939117523,0.8848238482384823,8,1476,0.09812580049037933,0.002355444012209773,41.65897750854492,True,True,True,0.41177866883843667,0.7428861788617886,8,1476,0.290485680103302,0.06478150188922882,4.48408317565918,False,True,True
04_mouse_bite_01,Mouse_bite,04,0.75,0.4682468918897947,0.7994879721766013,11,941,0.8989110589027405,0.33145976066589355,2.7119765281677246,True,True,True,0.4255814716527383,0.9555598492899238,11,941,0.07244760543107986,0.0029738149605691433,24.36176109313965,False,True,True,0.5796521857491258,0.9221331272340836,11,941,0.3389332890510559,0.04482715576887131,7.560890197753906,True,True,True
04_mouse_bite_02,Mouse_bite,04,0.75,0.6319522686552276,0.8430879237288136,8,944,0.9615885019302368,0.3313223123550415,2.9022750854492188,True,True,True,0.6656804388422035,0.9364406779661016,8,944,0.15557634830474854,0.0027264507953077555,57.06165313720703,True,True,True,0.7228534633515815,0.8783103813559322,8,944,0.3375473618507385,0.038146261125802994,8.848764419555664,True,True,True
04_mouse_bite_03,Mouse_bite,04,0.75,0.26753117379417685,0.6447251773049645,12,940,0.8248698115348816,0.33168357610702515,2.4869179725646973,True,True,True,0.39191241668552923,0.9546985815602836,12,940,0.041982490569353104,0.0023058282677084208,18.20704460144043,False,True,True,0.5202525914293292,0.8405141843971631,12,940,0.22730915248394012,0.03577548265457153,6.353767395019531,True,True,True
04_mouse_bite_04,Mouse_bite,04,0.75,0.669178103984922,0.7404862579281184,6,946,1.5397133827209473,0.3316981792449951,4.641911029815674,True,True,True,0.5441416940339354,0.9210711768851304,6,946,0.07113782316446304,0.0024254743475466967,29.329330444335938,True,True,True,0.8357142857142856,0.9989429175475687,6,946,0.3459737300872803,0.025438735261559486,13.60026741027832,True,True,True
04_mouse_bite_05,Mouse_bite,04,0.75,0.8275366863163175,0.8989384288747346,10,942,1.355338454246521,0.33165526390075684,4.086587905883789,True,True,True,0.7883500557413601,0.9969214437367304,10,942,0.133691668510437,0.00267512584105134,49.97566223144531,True,True,True,0.8746005133300214,0.9941613588110404,10,942,0.3157271444797516,0.024524616077542305,12.873882293701172,True,True,True
04_mouse_bite_06,Mouse_bite,04,0.75,0.5221064803797676,0.8036347517730497,12,940,1.015625,0.33160874247550964,3.062720775604248,True,True,True,0.6647246272246272,0.9924645390070923,12,940,0.08834812790155411,0.0024515995755791664,36.03678894042969,True,True,True,0.6735357028611966,0.9467198581560283,12,940,0.3648759126663208,0.0430360808968544,8.47836971282959,True,True,True
04_mouse_bite_07,Mouse_bite,04,0.75,0.6746960531366633,0.8457003546099291,12,940,0.9938151240348816,0.33144810795783997,2.998403310775757,True,True,True,0.5396009011528297,0.9506205673758865,12,940,0.07632803171873093,0.002468002960085869,30.92691993713379,True,True,True,0.6845666252947986,0.9017730496453901,12,940,0.3041779696941376,0.03704216331243515,8.211666107177734,True,True,True
04_mouse_bite_08,Mouse_bite,04,0.75,0.46192094225713204,0.78461175916107,9,943,1.155671238899231,0.3315314054489136,3.4858574867248535,True,True,True,0.37300556054426026,0.96005655708731,9,943,0.04487214982509613,0.0026267690118402243,17.082578659057617,False,True,True,0.5762659970983811,0.8469423824673029,9,943,0.3191095292568207,0.03571103885769844,8.935876846313477,True,True,True
04_mouse_bite_09,Mouse_bite,04,0.75,0.6068637323391441,0.7761677282377919,10,942,1.0574219226837158,0.3317298889160156,3.1875991821289062,True,True,True,0.7273934837092731,0.9961783439490446,10,942,0.14397136867046356,0.003082024399191141,46.71310043334961,True,True,True,0.7620737449684817,0.9767515923566878,10,942,0.37801527976989746,0.04089364409446716,9.243861198425293,True,True,True
04_mouse_bite_10,Mouse_bite,04,0.75,0.6254374799521768,0.8871549893842887,10,942,1.047395944595337,0.3314700424671173,3.15985107421875,True,True,True,0.7127779427779428,0.9927813163481953,10,942,0.1172330230474472,0.002625718479976058,44.64781188964844,True,True,True,0.7504389569095451,0.9825902335456476,10,942,0.3481109142303467,0.037593428045511246,9.25988483428955,True,True,True
04_mouse_bite_11,Mouse_bite,04,0.75,0.8766447368421053,0.9209480932203389,8,944,1.5341796875,0.3314174711704254,4.629145622253418,True,True,True,0.49240690980587964,0.967425847457627,8,944,0.1316106915473938,0.003195391967892647,41.18752670288086,True,True,True,0.8065393518518519,0.9283633474576272,8,944,0.5278335809707642,0.041170354932546616,12.82071590423584,True,True,True
04_mouse_bite_12,Mouse_bite,04,0.75,0.5246276060558576,0.7822251773049645,12,940,0.9637587070465088,0.3315284252166748,2.9070167541503906,True,True,True,0.5897115751862162,0.9616134751773049,12,940,0.11435302346944809,0.003197825513780117,35.7595100402832,True,True,True,0.6534710859488972,0.8536347517730497,12,940,0.29436495900154114,0.0355006568133831,8.291814804077148,True,True,True
04_mouse_bite_13,Mouse_bite,04,0.75,0.8038055019305019,0.8963906581740977,10,942,1.0091145038604736,0.33141058683395386,3.044907331466675,True,True,True,0.740384237672522,0.9907643312101911,10,942,0.12183282524347305,0.0025881421752274036,47.07328796386719,True,True,True,0.7944214876033059,0.9592356687898089,10,942,0.37244734168052673,0.04179173335433006,8.911983489990234,True,True,True
04_mouse_bite_14,Mouse_bite,04,0.75,0.7024105800014696,0.9093085106382979,12,940,0.9888237118721008,0.3312569558620453,2.985065460205078,True,True,True,0.2583104016672392,0.9082446808510638,12,940,0.027048205956816673,0.002345005515962839,11.534343719482422,False,True,True,0.6626324682724201,0.9237588652482269,12,940,0.3053063750267029,0.04384005442261696,6.964094638824463,True,True,True
04_mouse_bite_15,Mouse_bite,04,0.75,0.6941185471325066,0.8644060283687943,12,940,0.9718966484069824,0.33130958676338196,2.933499813079834,True,True,True,0.7124892868822417,0.9882092198581561,12,940,0.12189043313264847,0.002603851491585374,46.8114128112793,True,True,True,0.7902872103518772,0.9291666666666667,12,940,0.406303733587265,0.049495600163936615,8.208884239196777,True,True,True
04_mouse_bite_16,Mouse_bite,04,0.75,0.6371005760436131,0.8936705508474577,8,944,1.201171875,0.33152642846107483,3.6231558322906494,True,True,True,0.23317917262277021,0.9753707627118644,8,944,0.029535803943872452,0.002326719928532839,12.694129943847656,False,True,True,0.650559038662487,0.9484904661016949,8,944,0.3586463928222656,0.041140951216220856,8.717501640319824,True,True,True
04_mouse_bite_17,Mouse_bite,04,0.75,0.42062759240320885,0.7851380042462845,10,942,1.0539063215255737,0.3316318094730377,3.177941083908081,True,True,True,0.14711167688136378,0.8997876857749469,10,942,0.017203303053975105,0.002377994591370225,7.234347820281982,False,True,True,0.46799426307070374,0.8409766454352443,10,942,0.2488516867160797,0.03488053008913994,7.134398937225342,True,True,True
04_mouse_bite_18,Mouse_bite,04,0.75,0.6829424232267556,0.9448568398727465,9,943,1.2090567350387573,0.3314458131790161,3.6478261947631836,True,True,True,0.4206931180039065,0.9419111582420172,9,943,0.06624116003513336,0.0024164579808712006,27.412391662597656,True,True,True,0.7025501563963102,0.9624131023918935,9,943,0.29290398955345154,0.028226394206285477,10.37695026397705,True,True,True
04_mouse_bite_19,Mouse_bite,04,0.75,0.7187312597344473,0.8861995753715499,10,942,0.8266927003860474,0.33173543214797974,2.4920241832733154,True,True,True,0.5019014634751944,0.9662420382165605,10,942,0.07338429242372513,0.002401079051196575,30.562923431396484,True,True,True,0.7573772582298012,0.8959660297239915,10,942,0.38876330852508545,0.06492762267589569,5.987640380859375,True,True,True
04_mouse_bite_20,Mouse_bite,04,0.75,0.6078926596844679,0.794108280254777,10,942,1.0803385972976685,0.331597238779068,3.2579843997955322,True,True,True,0.4224070587608407,0.9600849256900212,10,942,0.06513434648513794,0.0025439346209168434,25.603683471679688,True,True,True,0.6227821484672283,0.8764331210191083,10,942,0.3744332194328308,0.04522312805056572,8.279682159423828,True,True,True
05_mouse_bite_01,Mouse_bite,05,0.75,0.6722818965174677,0.8626445484581498,16,908,0.922119140625,0.39068523049354553,2.3602609634399414,True,True,True,0.7087675061283254,0.9643447136563876,16,908,0.17362789809703827,0.00542820617556572,31.986183166503906,True,True,True,0.8321389702544202,0.9636563876651982,16,908,0.2846435308456421,0.03886477276682854,7.323944568634033,True,True,True
05_mouse_bite_02,Mouse_bite,05,0.75,0.5041631487615543,0.8185551888522186,15,909,1.087499976158142,0.3906780183315277,2.7836220264434814,True,True,True,0.6006377993480797,0.976017601760176,15,909,0.12629695236682892,0.004877705592662096,25.892648696899414,True,True,True,0.7234149644136928,0.9568023469013568,15,909,0.3114776909351349,0.03828228637576103,8.136337280273438,True,True,True
05_mouse_bite_03,Mouse_bite,05,0.75,0.8032099369428135,0.9424646781789638,14,910,1.2579056024551392,0.39089682698249817,3.21799898147583,True,True,True,0.338626613016334,0.935243328100471,14,910,0.10783017426729202,0.005639296490699053,19.121177673339844,False,True,True,0.7973888183662619,0.9683673469387755,14,910,0.343535840511322,0.03697493299841881,9.291044235229492,True,True,True
05_mouse_bite_04,Mouse_bite,05,0.75,0.5072402004006779,0.5908555729984302,14,910,0.9390811324119568,0.3914176821708679,2.399179220199585,True,True,True,0.5940266703664272,0.9403453689167975,14,910,0.11132437735795975,0.0049485196359455585,22.496458053588867,True,True,True,0.6522147069742361,0.8246467817896389,14,910,0.3817311227321625,0.05503009259700775,6.936769008636475,True,True,True
05_mouse_bite_05,Mouse_bite,05,0.75,0.6930172183020556,0.8669810022026432,16,908,0.986083984375,0.3910236358642578,2.521801471710205,True,True,True,0.5965395741476569,0.9577367841409692,16,908,0.1247766837477684,0.005037975963205099,24.76717758178711,True,True,True,0.7368129451257617,0.9290335903083701,16,908,0.2396438717842102,0.028562599793076515,8.39012622833252,True,True,True
05_mouse_bite_06,Mouse_bite,05,0.75,0.4753336857591071,0.7770741150442477,20,904,0.8226562738418579,0.39334726333618164,2.0914249420166016,True,True,True,0.30327461887529916,0.8568030973451327,20,904,0.06718580424785614,0.004910403862595558,13.68231201171875,True,True,True,0.5559924843192466,0.8939712389380531,20,904,0.24721106886863708,0.04784378036856651,5.167046070098877,True,True,True
05_mouse_bite_07,Mouse_bite,05,0.75,0.5147513561004724,0.7453193832599119,16,908,1.134033203125,0.39092329144477844,2.900909900665283,True,True,True,0.566942823810739,0.9708838105726871,16,908,0.11928491294384003,0.005025902297347784,23.733983993530273,True,True,True,0.7437560679495732,0.9814840308370044,16,908,0.3387117385864258,0.038988158106803894,8.687551498413086,True,True,True
05_mouse_bite_08,Mouse_bite,05,0.75,0.8363569708437258,0.9179431072210066,10,914,1.4736979007720947,0.39275336265563965,3.7522222995758057,True,True,True,0.7389567099567098,0.97582056892779,10,914,0.19281180202960968,0.005425425246357918,35.53849792480469,True,True,True,0.8453706317836752,0.925054704595186,10,914,0.41713643074035645,0.03466249257326126,12.034226417541504,True,True,True
05_mouse_bite_09,Mouse_bite,05,0.75,0.7080585786542422,0.8802648610972816,11,913,1.0127841234207153,0.3909444808959961,2.590608596801758,True,True,True,0.3924636586867676,0.8808125062232401,11,913,0.09119810909032822,0.00452863983809948,20.138036727905273,True,True,True,0.7707887394112122,0.9108832022304092,11,913,0.4604456126689911,0.06583555787801743,6.993873596191406,True,True,True
05_mouse_bite_10,Mouse_bite,05,0.75,0.7497314420342581,0.9652051211453745,16,908,1.1056314706802368,0.39068663120269775,2.829970121383667,True,True,True,0.40386531447737894,0.9327505506607929,16,908,0.0897115170955658,0.004627563524991274,19.38629913330078,True,True,True,0.6886814414582665,0.963931718061674,16,908,0.24672052264213562,0.030980383977293968,7.96376371383667,True,True,True
06_mouse_bite_01,Mouse_bite,06,0.75,0.6824532597801505,0.8471187943262412,12,940,0.9747178554534912,0.36373284459114075,2.679763078689575,True,True,True,0.8713118855781901,0.9977836879432624,12,940,0.15912064909934998,0.004433757159858942,35.888370513916016,True,True,True,0.8768115942028986,0.9971631205673759,12,940,0.344210147857666,0.042010337114334106,8.193461418151855,True,True,True
06_mouse_bite_02,Mouse_bite,06,0.75,0.726104873207307,0.9046603716113312,14,938,0.87797611951828,0.3636116087436676,2.4145987033843994,True,True,True,0.589352026796166,0.9652756625038075,14,938,0.12799303233623505,0.004196180496364832,30.5022029876709,True,True,True,0.8532518522048661,0.9693877551020408,14,938,0.43540284037590027,0.06884079426527023,6.3247785568237305,True,True,True
06_mouse_bite_03,Mouse_bite,06,0.75,0.6921365880111714,0.8752216312056738,12,940,1.1009114980697632,0.3639323115348816,3.0250446796417236,True,True,True,0.7927499272313514,0.9953014184397163,12,940,0.17715853452682495,0.004437439609318972,39.92350769042969,True,True,True,0.9663461538461537,0.999468085106383,12,940,0.40084806084632874,0.04587366804480553,8.738083839416504,True,True,True
06_mouse_bite_04,Mouse_bite,06,0.75,0.63050550085035,0.8822723119098386,14,938,0.9601004719734192,0.3634936511516571,2.641312837600708,True,True,True,0.5730716405938597,0.8991775814803533,14,938,0.1615513414144516,0.004681233782321215,34.51034927368164,True,True,True,0.7718623200819502,0.9151690526957051,14,938,0.4023256003856659,0.058684490621089935,6.855738639831543,True,True,True
06_mouse_bite_05,Mouse_bite,06,0.75,0.46697710332298653,0.7781784188034189,16,936,0.875,0.36398518085479736,2.4039440155029297,True,True,True,0.4745942710714571,0.9180021367521367,16,936,0.0977134257555008,0.003999668639153242,24.430322647094727,True,True,True,0.6682898290238712,0.9039797008547008,16,936,0.2830028831958771,0.04608115181326866,6.1414008140563965,True,True,True
06_mouse_bite_06,Mouse_bite,06,0.75,0.4073194337916726,0.7410857371794872,16,936,1.00341796875,0.36388084292411804,2.7575454711914062,True,True,True,0.36100876149099054,0.8464877136752136,16,936,0.0873032957315445,0.00447044288739562,19.528963088989258,True,True,True,0.5773932259753692,0.8195779914529915,16,936,0.28249478340148926,0.041183918714523315,6.859344959259033,True,True,True
06_mouse_bite_07,Mouse_bite,06,0.75,0.5380535429291096,0.8544395370088333,14,938,0.9475446343421936,0.36373239755630493,2.605059862136841,True,True,True,0.3554663205454291,0.926210782820591,14,938,0.06619219481945038,0.003659543814137578,18.087505340576172,True,True,True,0.6610886099715887,0.9303228754188243,14,938,0.347330778837204,0.05459229648113251,6.3622660636901855,True,True,True
06_mouse_bite_08,Mouse_bite,06,0.75,0.8680646769300373,0.9860218891268141,18,934,1.0180844068527222,0.36309167742729187,2.8039321899414062,True,True,True,0.8258186345947256,0.9936949797763502,18,934,0.1484927535057068,0.004215141758322716,35.228336334228516,True,True,True,0.9656989696463381,0.9992862241256245,18,934,0.27880051732063293,0.03433862328529358,8.119150161743164,True,True,True
06_mouse_bite_09,Mouse_bite,06,0.75,0.6935004798162279,0.8400774572649572,16,936,0.8782551884651184,0.3640255033969879,2.4126198291778564,True,True,True,0.42456165823558967,0.9735576923076923,16,936,0.06251434236764908,0.0038216328248381615,16.35797882080078,True,True,True,0.7303241811444774,0.9028445512820512,16,936,0.3569602966308594,0.06178409606218338,5.777542591094971,True,True,True
06_mouse_bite_10,Mouse_bite,06,0.75,0.4782866022056502,0.8226495726495726,16,936,0.897705078125,0.36344680190086365,2.4699766635894775,True,True,True,0.2299351187996223,0.8472889957264957,16,936,0.045442529022693634,0.0037077157758176327,12.256175994873047,True,True,True,0.5996404716408971,0.8486244658119658,16,936,0.2790139317512512,0.048880454152822495,5.7080864906311035,True,True,True
07_mouse_bite_01,Mouse_bite,07,0.75,0.3926757403270696,0.7758400329828901,21,1155,1.0136408805847168,0.39345914125442505,2.5762290954589844,True,True,True,0.28219538628969215,0.842547928262214,21,1155,0.06329226493835449,0.0058878627605736256,10.74959945678711,True,True,True,0.45434876860127316,0.8324469181612039,21,1155,0.23928187787532806,0.04054311662912369,5.901909828186035,True,True,True
07_mouse_bite_02,Mouse_bite,07,0.75,0.5052449363298067,0.7790337988445617,19,1157,1.0367324352264404,0.3938087522983551,2.6325783729553223,True,True,True,0.4781381899757586,0.8845016603739253,19,1157,0.10362458229064941,0.005837755743414164,17.750728607177734,True,True,True,0.5753169106806255,0.8599827139152981,19,1157,0.2750694751739502,0.03984186798334122,6.904028415679932,True,True,True
07_mouse_bite_03,Mouse_bite,07,0.75,0.5372629864403743,0.8822448096885813,20,1156,1.1033202409744263,0.39357835054397583,2.803305149078369,True,True,True,0.7333899649309777,0.9551903114186852,20,1156,0.1806938350200653,0.005911659449338913,30.565622329711914,True,True,True,0.7893348836560617,0.9508650519031141,20,1156,0.33864936232566833,0.04463091865181923,7.587772846221924,True,True,True
07_mouse_bite_04,Mouse_bite,07,0.75,0.6619744317027281,0.8246539792387544,20,1156,1.3718750476837158,0.3938036262989044,3.4836525917053223,True,True,True,0.44269619040982905,0.9370242214532872,20,1156,0.09302135556936264,0.005914816167205572,15.726813316345215,True,True,True,0.6821459845352638,0.8862456747404844,20,1156,0.30713582038879395,0.034063152968883514,9.016655921936035,True,True,True
07_mouse_bite_05,Mouse_bite,07,0.75,0.48179365063929824,0.8435337370242214,20,1156,1.0406248569488525,0.3933778405189514,2.645357131958008,True,True,True,0.5207342262491013,0.9391868512110727,20,1156,0.08780360966920853,0.005807663779705763,15.118552207946777,True,True,True,0.6556236913905286,0.9604671280276816,20,1156,0.2995009422302246,0.04234583303332329,7.07273530960083,True,True,True
07_mouse_bite_06,Mouse_bite,07,0.75,0.6311123284245155,0.886816606270679,22,1154,1.1564867496490479,0.39345821738243103,2.9392874240875244,True,True,True,0.33129315416626676,0.8624940916968646,22,1154,0.06045856326818466,0.0057263802736997604,10.557886123657227,True,True,True,0.6393782746143315,0.9013313376398299,22,1154,0.2426832616329193,0.03338612616062164,7.268983364105225,True,True,True
07_mouse_bite_07,Mouse_bite,07,0.75,0.541777014855125,0.8180439577753269,22,1154,1.15625,0.39353835582733154,2.938087224960327,True,True,True,0.4515712397003588,0.9419410745233969,22,1154,0.0774831548333168,0.005560616496950388,13.934250831604004,True,True,True,0.5736115920282886,0.920986292736726,22,1154,0.27379944920539856,0.03608274087309837,7.58809757232666,True,True,True
07_mouse_bite_08,Mouse_bite,07,0.75,0.5275853715698298,0.8388984839762041,18,1158,1.236906886100769,0.39360472559928894,3.142510175704956,True,True,True,0.6005690308784599,0.9863749760122817,18,1158,0.11424807459115982,0.006340336985886097,18.019216537475586,True,True,True,0.7102487133832919,0.9786029552868931,18,1158,0.2938068211078644,0.03496928513050079,8.401850700378418,True,True,True
07_mouse_bite_09,Mouse_bite,07,0.75,0.638042656171338,0.8396842560553633,20,1156,1.2623047828674316,0.39367860555648804,3.206434726715088,True,True,True,0.40157927438471974,0.8962370242214533,20,1156,0.08900713920593262,0.005779771134257317,15.399744033813477,True,True,True,0.622393348997539,0.9139705882352941,20,1156,0.22453825175762177,0.027108851820230484,8.2828369140625,True,True,True
07_mouse_bite_10,Mouse_bite,07,0.75,0.5216909258584314,0.7396556712962963,24,1152,0.9474825859069824,0.3937276303768158,2.4064416885375977,True,True,True,0.24254551551069503,0.8400607638888888,24,1152,0.04461429640650749,0.005542553961277008,8.049399375915527,True,True,True,0.4345151653462225,0.8259910300925926,24,1152,0.22146056592464447,0.040800705552101135,5.427860260009766,True,True,True
08_mouse_bite_01,Mouse_bite,08,0.75,0.4548716530046935,0.7365157901166697,17,963,0.9366574883460999,0.32692164182662964,2.8650825023651123,True,True,True,0.5021864047947752,0.9718404495754688,17,963,0.05503860116004944,0.0027386529836803675,20.096891403198242,True,True,True,0.5810885968368541,0.8784435892737158,17,963,0.23226357996463776,0.024845320731401443,9.348380088806152,True,True,True
08_mouse_bite_02,Mouse_bite,08,0.75,0.42095211689332884,0.8351235851235851,18,962,0.933304488658905,0.3257874846458435,2.86476469039917,True,True,True,0.7774479777287785,0.9836567336567337,18,962,0.1057664155960083,0.0029423285741358995,35.946380615234375,True,True,True,0.7188648660540339,0.9486601986601987,18,962,0.23165954649448395,0.021338028833270073,10.856647491455078,True,True,True
08_mouse_bite_03,Mouse_bite,08,0.75,0.6167978380386764,0.880640560165975,16,964,0.8988444209098816,0.32554516196250916,2.7610437870025635,True,True,True,0.6656034977128005,0.9817816390041494,16,964,0.07736089080572128,0.0026526644360274076,29.163358688354492,True,True,True,0.732116071978403,0.9524766597510372,16,964,0.26154184341430664,0.025999797508120537,10.05937671661377,True,True,True
08_mouse_bite_04,Mouse_bite,08,0.75,0.44851787110571273,0.6512901970954357,16,964,1.0902506113052368,0.3265325129032135,3.3388731479644775,True,True,True,0.4736722355116282,0.9350363070539418,16,964,0.07357549667358398,0.00253259832970798,29.0512752532959,True,True,True,0.5297211888500505,0.7915586099585062,16,964,0.2686990797519684,0.0245707705616951,10.93571662902832,True,True,True
08_mouse_bite_05,Mouse_bite,08,0.75,0.4308643859119672,0.770859375,20,960,0.7403645515441895,0.32676056027412415,2.26577091217041,True,True,True,0.5174441306979679,0.9811979166666667,20,960,0.047012101858854294,0.00254818145185709,18.449207305908203,True,True,True,0.551590822407422,0.9253125,20,960,0.24298910796642303,0.035096969455480576,6.923362731933594,True,True,True
08_mouse_bite_06,Mouse_bite,08,0.75,0.44588420785523125,0.8092226842226842,18,962,0.9344618320465088,0.3276282846927643,2.852201223373413,True,True,True,0.9038177448308169,0.9974012474012474,18,962,0.12216351926326752,0.0029158815741539,41.89577102661133,True,True,True,0.8098234622131681,0.9926079926079926,18,962,0.2508077323436737,0.022196898236870766,11.299219131469727,True,True,True
08_mouse_bite_07,Mouse_bite,08,0.75,0.5143726443717123,0.7490757172434193,14,966,0.8703497648239136,0.32621097564697266,2.668057918548584,True,True,True,0.38300587390991475,0.9264270925761608,14,966,0.047432903200387955,0.0024216612800955772,19.586851119995117,True,True,True,0.5788421473148487,0.8467908902691511,14,966,0.27370256185531616,0.03383752703666687,8.088726043701172,True,True,True
08_mouse_bite_08,Mouse_bite,08,0.75,0.5494105180327269,0.8128385416666666,20,960,0.6507161259651184,0.32581788301467896,1.9971774816513062,True,True,True,0.42314677025625835,0.9790104166666667,20,960,0.03415021672844887,0.00231313263066113,14.76356315612793,True,True,True,0.5896553180645724,0.90671875,20,960,0.30033963918685913,0.05476699396967888,5.483952045440674,True,True,True
08_mouse_bite_09,Mouse_bite,08,0.75,0.4058718804522306,0.6693809193809194,18,962,0.7183883190155029,0.3263058662414551,2.2015795707702637,True,True,True,0.49109614824074144,0.9532802032802032,18,962,0.05081247538328171,0.0023810125421732664,21.34061622619629,True,True,True,0.4479728262692069,0.7895587895587896,18,962,0.26928630471229553,0.042128246277570724,6.392058849334717,True,True,True
08_mouse_bite_10,Mouse_bite,08,0.75,0.5322745388203124,0.8893767217630855,12,968,1.1417100429534912,0.32572394609451294,3.5051462650299072,True,True,True,0.7771658488570254,0.9950929752066117,12,968,0.07767918705940247,0.002789425430819392,27.847640991210938,True,True,True,0.763311457390405,0.9900998622589532,12,968,0.3995305299758911,0.03228707239031792,12.374314308166504,True,True,True
09_mouse_bite_01,Mouse_bite,09,0.75,0.9318181818181819,0.9969978421990806,11,969,1.1478456258773804,0.35214167833328247,3.259613037109375,True,True,True,0.7941400704558599,0.9971854770616381,11,969,0.11127224564552307,0.002877638442441821,38.66777038574219,True,True,True,0.9757575757575758,0.9996247302748851,11,969,0.566045343875885,0.054098885506391525,10.46315860748291,True,True,True
09_mouse_bite_02,Mouse_bite,09,0.75,0.422153003958608,0.7596545768566494,15,965,0.978385329246521,0.35439741611480713,2.7607011795043945,True,True,True,0.817899556870145,0.9968221070811744,15,965,0.0955130085349083,0.002720753662288189,35.105224609375,True,True,True,0.7930700499573049,0.9962694300518135,15,965,0.30456745624542236,0.033480457961559296,9.096869468688965,True,True,True
09_mouse_bite_03,Mouse_bite,09,0.75,0.5922861231374175,0.7736311983471074,12,968,1.0458984375,0.35238707065582275,2.968038558959961,True,True,True,0.31863377075720906,0.8642389807162535,12,968,0.04410697519779205,0.0025340747088193893,17.40549087524414,True,True,True,0.5934963823908304,0.7927858126721764,12,968,0.3040200471878052,0.035279929637908936,8.617362976074219,True,True,True
09_mouse_bite_04,Mouse_bite,09,0.75,0.8118607677698912,0.8607524104683195,12,968,1.2241753339767456,0.35270988941192627,3.470771312713623,True,True,True,0.4572329721519041,0.9269972451790633,12,968,0.04412873089313507,0.0024644334334880114,17.906169891357422,False,True,True,0.8136991028295376,0.9935433884297521,12,968,0.2922776937484741,0.027457281947135925,10.644811630249023,True,True,True
09_mouse_bite_05,Mouse_bite,09,0.75,0.4307818430699681,0.7563236313236315,18,962,1.0553383827209473,0.3527630865573883,2.9916348457336426,True,True,True,0.33034632076421067,0.8655578655578655,18,962,0.04585739225149155,0.00235013198107481,19.512609481811523,True,True,True,0.5068209030288973,0.8374913374913375,18,962,0.15612290799617767,0.017604263499379158,8.868467330932617,True,True,True
09_mouse_bite_06,Mouse_bite,09,0.75,0.4557786436674519,0.7316992014196982,14,966,1.0672433376312256,0.35247907042503357,3.027820348739624,True,True,True,0.4894591829804844,0.9386276249630288,14,966,0.07435411959886551,0.002647318411618471,28.086475372314453,True,True,True,0.5271164159261443,0.8118160307601302,14,966,0.34877631068229675,0.039630573242902756,8.80068588256836,True,True,True
09_mouse_bite_07,Mouse_bite,09,0.75,0.5121902177062992,0.7657867494824016,14,966,1.2502790689468384,0.35251954197883606,3.546694278717041,True,True,True,0.5635757135058297,0.9736024844720497,14,966,0.10399775952100754,0.002967029344290495,35.051025390625,True,True,True,0.7051475690583057,0.9211032238982549,14,966,0.2691987156867981,0.021735111251473427,12.385425567626953,True,True,True
