sample_id,class,board_id,selected_alpha,pixel_diff_ap,pixel_diff_auc,pixel_diff_positive_patches,pixel_diff_negative_patches,pixel_diff_pos_mean,pixel_diff_neg_mean,pixel_diff_lift,pixel_diff_top1_hit,pixel_diff_top5_hit,pixel_diff_top10_hit,dinov2_diff_ap,dinov2_diff_auc,dinov2_diff_positive_patches,dinov2_diff_negative_patches,dinov2_diff_pos_mean,dinov2_diff_neg_mean,dinov2_diff_lift,dinov2_diff_top1_hit,dinov2_diff_top5_hit,dinov2_diff_top10_hit,hybrid_pixel_dino_ap,hybrid_pixel_dino_auc,hybrid_pixel_dino_positive_patches,hybrid_pixel_dino_negative_patches,hybrid_pixel_dino_pos_mean,hybrid_pixel_dino_neg_mean,hybrid_pixel_dino_lift,hybrid_pixel_dino_top1_hit,hybrid_pixel_dino_top5_hit,hybrid_pixel_dino_top10_hit
04_missing_hole_11,Missing_hole,04,0.75,0.43198676093463106,0.7021276595744681,12,940,1.712131142616272,0.33167803287506104,5.162027359008789,True,True,True,0.23333390241156315,0.9261524822695035,12,940,0.027592897415161133,0.002382963662967086,11.579191207885742,False,True,True,0.48452620525510154,0.8894503546099292,12,940,0.17673152685165405,0.014175275340676308,12.467582702636719,True,True,True
04_missing_hole_12,Missing_hole,04,0.75,0.6300147151418898,0.7619835805084746,8,944,2.0712890625,0.3318822681903839,6.241035461425781,True,True,True,0.21851555608578083,0.9762976694915254,8,944,0.02362964302301407,0.0022978682536631823,10.283247947692871,False,True,True,0.6292838770250444,0.9601430084745762,8,944,0.37910565733909607,0.02522210031747818,15.030688285827637,True,True,True
04_missing_hole_13,Missing_hole,04,0.75,0.44680924350039886,0.8613756613756614,7,945,2.0511534214019775,0.331615149974823,6.185342788696289,True,True,True,0.25226162428989585,0.9729402872260016,7,945,0.026650112122297287,0.002321007428690791,11.482086181640625,False,True,True,0.5056077075098814,0.9761148904006047,7,945,0.35356155037879944,0.023535866290330887,15.022238731384277,True,True,True
04_missing_hole_14,Missing_hole,04,0.75,0.34717716140186616,0.6365691489361702,12,940,1.4066840410232544,0.33181101083755493,4.239413261413574,True,True,True,0.39630841608343154,0.9113475177304965,12,940,0.04283273592591286,0.0023128902539610863,18.51906394958496,False,True,True,0.5372193214963249,0.8780141843971632,12,940,0.2392437905073166,0.020965205505490303,11.41146469116211,True,True,True
04_missing_hole_15,Missing_hole,04,0.75,0.5207862058730264,0.7882680084745763,8,944,2.5965170860290527,0.33170434832572937,7.827805519104004,True,True,True,0.3621309246309246,0.9753707627118644,8,944,0.051414526998996735,0.0023894382175058126,21.51732635498047,False,True,True,0.6766081871345029,0.9863612288135594,8,944,0.3257002830505371,0.01588093675673008,20.50887107849121,True,True,True
04_missing_hole_16,Missing_hole,04,0.75,0.7570782080185632,0.9248543432203391,8,944,2.6027021408081055,0.33180364966392517,7.8441033363342285,True,True,True,0.35584269823109627,0.9344544491525424,8,944,0.04274541884660721,0.0023499075323343277,18.190183639526367,False,True,True,0.8065724815724815,0.9951006355932204,8,944,0.41115131974220276,0.02063796855509281,19.922073364257812,True,True,True
04_missing_hole_17,Missing_hole,04,0.75,0.3425216847278566,0.6559443855308118,9,943,2.422308921813965,0.331847608089447,7.299461841583252,True,True,True,0.4982589069545591,0.9919877459644162,9,943,0.053757842630147934,0.0023908508010208607,22.48472785949707,False,True,True,0.6854256854256855,0.9929303640862496,9,943,0.2951138913631439,0.015074566937983036,19.576927185058594,True,True,True
04_missing_hole_18,Missing_hole,04,0.75,0.34709237609361826,0.6773300341699069,9,943,2.391058921813965,0.33185312151908875,7.205172538757324,True,True,True,0.6988636363636364,0.9976434546954166,9,943,0.07532346248626709,0.0024290464352816343,31.009353637695312,False,True,True,0.8268037518037518,0.9975256274301874,9,943,0.35708367824554443,0.01702643744647503,20.9722957611084,True,True,True
04_missing_hole_19,Missing_hole,04,0.75,0.5115412303502087,0.81640625,8,944,2.4461262226104736,0.331668496131897,7.375214099884033,True,True,True,0.40092663112465093,0.973384533898305,8,944,0.05580807104706764,0.0023274305276572704,23.97830581665039,False,True,True,0.6922879711751663,0.9925847457627119,8,944,0.3636445105075836,0.018330080434679985,19.838665008544922,True,True,True
04_missing_hole_20,Missing_hole,04,0.75,0.6299296952856565,0.7911811440677967,8,944,2.35888671875,0.3318381607532501,7.108545780181885,True,True,True,0.2028201381819281,0.9547139830508475,8,944,0.026865154504776,0.002356861252337694,11.398655891418457,False,True,True,0.6469106499752001,0.9420021186440678,8,944,0.3150133490562439,0.018555793911218643,16.97654151916504,True,True,True
